"","x"
"1835","300_Install washr/dryr connections           "
"1836","300_Installed boiler in blding               "
"1837","300_installed phone                          "
"1838","300_Installed washer and dryer con           "
"1839","300_Jet & chemical cleaned all sew           "
"1840","300_Landscaping                              "
"1841","300_Mgmt Fee                                 "
"1842","300_Mgmt Fee Supervision                     "
"1843","300_Monitor                                  "
"1844","300_Motorola 2 Way Radio                     "
"1845","300_Paint Office &                           "
"1846","300_Payment for Balconies                    "
"1847","300_Plumbing                                 "
"1848","300_Pool Repair                              "
"1849","300_PR Expense                               "
"1850","300_Range                                    "
"1851","300_Range and Hood                           "
"1852","300_Range Hood                               "
"1853","300_Range/Ventahood                          "
"1854","300_Refrigerator                             "
"1855","300_Refrigerators                            "
"1856","300_Repl Fascia & Soffitt                    "
"1857","300_Replaced Boiler #1                       "
"1858","300_Replacmnt rottn wood-Unit #161           "
"1859","300_Roof repair for Boiler                   "
"1860","300_Sewer Pipes                              "
"1861","300_Site Lighting                            "
"1862","300_Stove                                    "
"1863","300_Supervision                              "
"1864","300_Supervision 6/08                         "
"1865","300_Vent Hood                                "
"1866","300_Vent Hoods                               "
"1867","300_Ventahood                                "
"1868","300_Ventahoods                               "
"1869","300_Venthood                                 "
"1870","300_Venthoods                                "
"1871","300_washer/dryer connections                 "
"1872","300_Washer/dryer connections                 "
"1873","300_wet vac & sander                         "
"1874","305_ Paint #802/308/809/611                  "
"1875","305_ Vinyl #802                              "
"1876","305_1003 Paint & Repair sheet                "
"1877","305_1003/1005/905 floor repair               "
"1878","305_1008 dishwasher                          "
"1879","305_1008 range                               "
"1880","305_1107 Range Hoods                         "
"1881","305_1107 Refrigerator                        "
