assetno,descr,svcdate,cost,boyaccumdepr,depr2013,yecccumdepr,taxnbv,deprmeth,life,propno,group,yearsinsvc,remyears,diminimusnbv,supervision,suprnbv
410,40g water heaters                            ,1/10/2006,498.16,498.16,0.00,498.16,0.00,200DB,5.0,166,Furniture & Fixtures,7.98,-2.98,0.00,N,0.00
421,golf cart                                    ,2/22/2006,2638.40,2638.40,0.00,2638.40,0.00,200DB,5.0,166,Furniture & Fixtures,7.86,-2.86,0.00,N,0.00
427,40gl water heater                            ,3/21/2006,194.57,194.57,0.00,194.57,0.00,200DB,5.0,166,Equipment,7.79,-2.79,0.00,N,0.00
428,40gl water heater                            ,3/29/2006,194.57,194.57,0.00,194.57,0.00,200DB,5.0,166,Equipment,7.76,-2.76,0.00,N,0.00
429,40gl water heater                            ,4/10/2006,249.13,249.13,0.00,249.13,0.00,200DB,5.0,166,Equipment,7.73,-2.73,0.00,N,0.00
430,40gl water heater                            ,4/10/2006,250.29,250.29,0.00,250.29,0.00,200DB,5.0,166,Equipment,7.73,-2.73,0.00,N,0.00
431,GE washer                                    ,4/6/2006,783.73,783.73,0.00,783.73,0.00,200DB,5.0,166,Furniture & Fixtures,7.74,-2.74,0.00,N,0.00
432,refrigerator                                 ,4/6/2006,449.24,449.24,0.00,449.24,0.00,200DB,5.0,166,Furniture & Fixtures,7.74,-2.74,0.00,N,0.00
433,GE washer                                    ,4/6/2006,783.73,783.73,0.00,783.73,0.00,200DB,5.0,166,Furniture & Fixtures,7.74,-2.74,0.00,N,0.00
434,refrigerator                                 ,4/6/2006,449.24,449.24,0.00,449.24,0.00,200DB,5.0,166,Furniture & Fixtures,7.74,-2.74,0.00,N,0.00
436,dishwasher                                   ,4/26/2006,235.43,235.43,0.00,235.43,0.00,200DB,5.0,166,Furniture & Fixtures,7.69,-2.69,0.00,N,0.00
437,washer                                       ,4/26/2006,783.73,783.73,0.00,783.73,0.00,200DB,5.0,166,Furniture & Fixtures,7.69,-2.69,0.00,N,0.00
438,washer                                       ,4/26/2006,783.73,783.73,0.00,783.73,0.00,200DB,5.0,166,Furniture & Fixtures,7.69,-2.69,0.00,N,0.00
439,washer                                       ,4/26/2006,783.73,783.73,0.00,783.73,0.00,200DB,5.0,166,Equipment,7.69,-2.69,0.00,N,0.00
440,2 ton louver unit                            ,5/26/2006,25387.20,6116.00,923.17,7039.17,18348.03,S/L,27.5,166,Equipment,7.61,19.89,0.00,N,0.00
441,2 ton louver unit                            ,6/6/2006,26188.81,6229.76,952.32,7182.08,19006.73,S/L,27.5,166,Equipment,7.58,19.92,0.00,N,0.00
442,40gl water heater                            ,5/26/2006,249.13,249.13,0.00,249.13,0.00,200DB,5.0,166,Equipment,7.61,-2.61,0.00,N,0.00
443,dishwasher                                   ,6/12/2006,235.43,235.43,0.00,235.43,0.00,200DB,5.0,166,Equipment,7.56,-2.56,0.00,N,0.00
445,40gl water heater                            ,9/8/2006,250.29,250.29,0.00,250.29,0.00,200DB,5.0,166,Equipment,7.32,-2.32,0.00,N,0.00
447,40gl Lo-Boy W/H                              ,10/26/2006,255.96,255.96,0.00,255.96,0.00,200DB,5.0,166,Equipment,7.19,-2.19,0.00,N,0.00
448,30 Ductless White Hood                       ,11/6/2006,33.31,33.31,0.00,33.31,0.00,200DB,5.0,166,Equipment,7.16,-2.16,0.00,N,0.00
449,30 Ductless Almond Hood                      ,11/6/2006,34.39,34.39,0.00,34.39,0.00,200DB,5.0,166,Equipment,7.16,-2.16,0.00,N,0.00
450,30 Ductless White Hood                       ,11/16/2006,33.31,33.31,0.00,33.31,0.00,200DB,5.0,166,Equipment,7.13,-2.13,0.00,N,0.00
451,Irrigation System                            ,3/1/2013,1093.33,0.00,574.00,574.00,519.33,150DB,15.0,166,Land Improvements,0.84,14.16,0.00,N,0.00
452,Irrigation System                            ,2/1/2013,4602.79,0.00,2416.47,2416.47,2186.32,150DB,15.0,166,Land Improvements,0.91,14.09,0.00,N,0.00
467,Landscaping-Site                             ,6/1/2013,5803.07,0.00,3046.62,3046.62,2756.45,150DB,15.0,166,Land Improvements,0.58,14.42,0.00,N,0.00
468,Landscaping-Site                             ,2/1/2013,5953.75,0.00,3125.72,3125.72,2828.03,150DB,15.0,166,Land Improvements,0.91,14.09,0.00,N,0.00
469,Landscaping-Site                             ,9/1/2013,10351.95,0.00,5434.78,5434.78,4917.17,150DB,15.0,166,Land Improvements,0.33,14.67,0.00,N,0.00
470,Landscaping-Site                             ,7/1/2013,11851.95,0.00,6222.28,6222.28,5629.67,150DB,15.0,166,Land Improvements,0.50,14.50,0.00,N,0.00
524,Lighting & Fixtures-Apt Int                  ,5/1/2013,1521.35,0.00,34.58,34.58,1486.77,S/L,27.5,166,Capital Improvements,0.67,26.83,0.00,N,0.00
525,Lighting & Fixtures-Apt Int                  ,12/1/2013,4665.17,0.00,7.07,7.07,4658.10,S/L,27.5,166,Capital Improvements,0.08,27.42,0.00,N,0.00
526,Lighting & Fixtures-Apt Int                  ,8/1/2013,6335.05,0.00,86.39,86.39,6248.66,S/L,27.5,166,Capital Improvements,0.42,27.08,0.00,N,0.00
527,Lighting & Fixtures-Apt Int                  ,11/1/2013,6671.59,0.00,30.33,30.33,6641.26,S/L,27.5,166,Capital Improvements,0.16,27.34,0.00,N,0.00
528,Lighting & Fixtures-Apt Int                  ,7/1/2013,9407.00,0.00,156.78,156.78,9250.22,S/L,27.5,166,Capital Improvements,0.50,27.00,0.00,N,0.00
529,Lighting & Fixtures-Apt Int                  ,9/1/2013,10530.18,0.00,111.68,111.68,10418.50,S/L,27.5,166,Capital Improvements,0.33,27.17,0.00,N,0.00
530,Lighting & Fixtures-Apt Int                  ,10/1/2013,10565.70,0.00,80.04,80.04,10485.66,S/L,27.5,166,Capital Improvements,0.25,27.25,0.00,N,0.00
619,Field Supervision                            ,12/1/2012,171.38,0.26,6.23,6.49,164.89,S/L,27.5,166,Capital Improvements,1.08,26.42,164.89,Y,164.89
620,Field Supervision                            ,11/21/2012,142.81,0.65,5.19,5.84,136.97,S/L,27.5,166,Capital Improvements,1.11,26.39,136.97,Y,136.97
621,Field Supervision                            ,10/31/2012,342.75,2.60,12.46,15.06,327.69,S/L,27.5,166,Capital Improvements,1.17,26.33,0.00,Y,327.69
622,Field Supervision                            ,9/1/2012,57.13,0.61,2.08,2.69,54.44,S/L,27.5,166,Capital Improvements,1.33,26.17,54.44,Y,54.44
623,Field Supervision                            ,8/31/2012,142.82,1.95,5.19,7.14,135.68,S/L,27.5,166,Capital Improvements,1.33,26.17,135.68,Y,135.68
624,Field Supervision                            ,8/1/2012,457.00,6.23,16.62,22.85,434.15,S/L,27.5,166,Capital Improvements,1.42,26.08,0.00,Y,434.15
625,Field Supervision                            ,6/1/2012,257.06,5.06,9.35,14.41,242.65,S/L,27.5,166,Capital Improvements,1.58,25.92,0.00,Y,242.65
626,Field Supervision                            ,5/1/2012,182.80,4.15,6.65,10.80,172.00,S/L,27.5,166,Capital Improvements,1.67,25.83,172.00,Y,172.00
627,Field Supervision                            ,3/1/2012,576.80,16.60,20.97,37.57,539.23,S/L,27.5,166,Capital Improvements,1.84,25.66,0.00,Y,539.23
628,Field Supervision                            ,1/1/2012,221.85,7.73,8.07,15.80,206.05,S/L,27.5,166,Capital Improvements,2.00,25.50,0.00,Y,206.05
697,Outdoor Furniture-Aux                        ,7/1/2013,6240.01,0.00,3744.01,3744.01,2496.00,200DB,5.0,166,Furniture & Fixtures,0.50,4.50,0.00,N,0.00
705,Insurance Claims                             ,1/1/2012,15.00,0.52,0.55,1.07,13.93,S/L,27.5,166,Capital Improvements,2.00,25.50,13.93,N,0.00
711,Paving & Marking                             ,9/1/2013,3630.00,0.00,1905.75,1905.75,1724.25,150DB,15.0,166,Land Improvements,0.33,14.67,0.00,N,0.00
737,Playfields & Equipment                       ,11/1/2013,9177.89,0.00,5506.74,5506.74,3671.15,200DB,5.0,166,Land Improvements,0.16,4.84,0.00,N,0.00
745,Plumbing-Apt Int                             ,7/1/2013,2658.97,0.00,44.32,44.32,2614.65,S/L,27.5,166,Capital Improvements,0.50,27.00,0.00,N,0.00
746,Plumbing-Apt Int                             ,10/1/2013,25375.03,0.00,192.24,192.24,25182.79,S/L,27.5,166,Capital Improvements,0.25,27.25,0.00,N,0.00
775,Recreational equipment                       ,7/1/2013,7528.63,0.00,4517.18,4517.18,3011.45,200DB,5.0,166,Equipment,0.50,4.50,0.00,N,0.00
823,Residential Equipment                        ,5/1/2013,1108.00,0.00,664.80,664.80,443.20,200DB,5.0,166,Equipment,0.67,4.33,0.00,N,0.00
824,Residential Equipment                        ,4/1/2013,5207.27,0.00,3124.37,3124.37,2082.90,200DB,5.0,166,Equipment,0.75,4.25,0.00,N,0.00
849,Resilient Flooring-Apt Int                   ,11/1/2013,1767.17,0.00,8.03,8.03,1759.14,S/L,27.5,166,Capital Improvements,0.16,27.34,0.00,N,0.00
850,Resilient Flooring-Apt Int                   ,9/1/2013,2172.94,0.00,23.05,23.05,2149.89,S/L,27.5,166,Capital Improvements,0.33,27.17,0.00,N,0.00
851,Resilient Flooring-Apt Int                   ,12/1/2013,4532.92,0.00,6.87,6.87,4526.05,S/L,27.5,166,Capital Improvements,0.08,27.42,0.00,N,0.00
911,Supervision                                  ,11/1/2013,1795.01,0.00,8.16,8.16,1786.85,S/L,27.5,166,Capital Improvements,0.16,27.34,0.00,Y,1786.85
912,Supervision                                  ,2/1/2013,2004.52,0.00,63.78,63.78,1940.74,S/L,27.5,166,Capital Improvements,0.91,26.59,0.00,Y,1940.74
913,Supervision                                  ,12/1/2013,2638.33,0.00,4.00,4.00,2634.33,S/L,27.5,166,Capital Improvements,0.08,27.42,0.00,Y,2634.33
914,Supervision                                  ,9/1/2013,3410.18,0.00,36.17,36.17,3374.01,S/L,27.5,166,Capital Improvements,0.33,27.17,0.00,Y,3374.01
915,Site Lighting                                ,7/1/2012,2622.59,1376.86,124.57,1501.43,1121.16,150DB,15.0,166,Capital Improvements,1.50,13.50,0.00,N,0.00
916,Supervision                                  ,8/1/2013,4506.57,0.00,61.45,61.45,4445.12,S/L,27.5,166,Capital Improvements,0.42,27.08,0.00,Y,4445.12
917,Supervision                                  ,7/1/2013,5424.79,0.00,90.41,90.41,5334.38,S/L,27.5,166,Capital Improvements,0.50,27.00,0.00,Y,5334.38
1070,Washer/Dryer                                 ,3/1/2013,1393.29,0.00,835.98,835.98,557.31,200DB,5.0,166,Furniture & Fixtures,0.84,4.16,0.00,N,0.00
1118,Supervision                                  ,12/1/2012,209.69,0.32,7.63,7.95,201.74,S/L,27.5,166,Capital Improvements,1.08,26.42,0.00,Y,201.74
1119,Supervision                                  ,11/1/2012,15.71,0.07,0.57,0.64,15.07,S/L,27.5,166,Capital Improvements,1.16,26.34,15.07,Y,15.07
1120,Supervision                                  ,10/1/2012,1822.21,13.80,66.26,80.06,1742.15,S/L,27.5,166,Capital Improvements,1.25,26.25,0.00,Y,1742.15
1121,Supervision                                  ,9/1/2012,7.93,0.08,0.29,0.37,7.56,S/L,27.5,166,Capital Improvements,1.33,26.17,7.56,Y,7.56
1122,Supervision                                  ,8/1/2012,19.28,0.26,0.70,0.96,18.32,S/L,27.5,166,Capital Improvements,1.42,26.08,18.32,Y,18.32
1123,Supervision                                  ,7/1/2012,1339.66,22.33,48.71,71.04,1268.62,S/L,27.5,166,Capital Improvements,1.50,26.00,0.00,Y,1268.62
1124,Supervision                                  ,6/1/2012,2643.26,52.06,96.12,148.18,2495.08,S/L,27.5,166,Capital Improvements,1.58,25.92,0.00,Y,2495.08
1125,Supervision                                  ,5/1/2012,18.28,0.42,0.66,1.08,17.20,S/L,27.5,166,Capital Improvements,1.67,25.83,17.20,Y,17.20
1126,Supervision                                  ,3/1/2012,59.90,1.72,2.18,3.90,56.00,S/L,27.5,166,Capital Improvements,1.84,25.66,56.00,Y,56.00
1127,Supervision                                  ,1/1/2012,23.68,0.83,0.86,1.69,21.99,S/L,27.5,166,Capital Improvements,2.00,25.50,21.99,Y,21.99
1257,Water Heaters                                ,12/1/2012,274.39,0.42,9.98,10.40,263.99,S/L,27.5,166,Capital Improvements,1.08,26.42,0.00,N,0.00
1258,Water Heaters                                ,11/1/2012,548.78,2.49,19.96,22.45,526.33,S/L,27.5,166,Capital Improvements,1.16,26.34,0.00,N,0.00
1259,Water Heaters                                ,9/1/2012,281.89,2.99,10.25,13.24,268.65,S/L,27.5,166,Capital Improvements,1.33,26.17,0.00,N,0.00
1260,Water Heaters                                ,7/1/2012,318.47,5.31,11.58,16.89,301.58,S/L,27.5,166,Capital Improvements,1.50,26.00,0.00,N,0.00
1261,Water Heaters                                ,6/1/2012,375.78,7.40,13.66,21.06,354.72,S/L,27.5,166,Capital Improvements,1.58,25.92,0.00,N,0.00
1262,Water Heaters                                ,4/1/2012,636.94,16.41,23.16,39.57,597.37,S/L,27.5,166,Capital Improvements,1.75,25.75,0.00,N,0.00
1263,Water Heaters                                ,3/1/2012,366.52,10.55,13.33,23.88,342.64,S/L,27.5,166,Capital Improvements,1.84,25.66,0.00,N,0.00
1264,Water Heaters                                ,2/1/2012,1283.80,40.85,46.68,87.53,1196.27,S/L,27.5,166,Capital Improvements,1.92,25.58,0.00,N,0.00
1265,Water Heaters                                ,1/1/2012,343.44,11.97,12.49,24.46,318.98,S/L,27.5,166,Capital Improvements,2.00,25.50,0.00,N,0.00
1280,Wood Flooring                                ,7/1/2012,1161.82,19.36,42.25,61.61,1100.21,S/L,27.5,166,Capital Improvements,1.50,26.00,0.00,N,0.00
1316,Office Equipment                             ,7/1/2012,637.02,364.01,78.00,442.01,195.01,200DB,7.0,166,Equipment,1.50,5.50,0.00,N,0.00
1317,Office Equipment                             ,6/1/2012,771.83,441.05,94.51,535.56,236.27,200DB,7.0,166,Equipment,1.58,5.42,0.00,N,0.00
1374,Appliances                                   ,10/1/2012,1350.96,810.58,216.15,1026.73,324.23,200DB,5.0,166,Furniture & Fixtures,1.25,3.75,0.00,N,0.00
1375,Appliances                                   ,7/1/2012,5033.17,3019.91,805.30,3825.21,1207.96,200DB,5.0,166,Furniture & Fixtures,1.50,3.50,0.00,N,0.00
1531,Dishwashers                                  ,11/1/2012,279.29,167.58,44.68,212.26,67.03,200DB,5.0,166,Furniture & Fixtures,1.16,3.84,0.00,N,0.00
1532,Dishwashers                                  ,10/1/2012,491.90,295.14,78.70,373.84,118.06,200DB,5.0,166,Furniture & Fixtures,1.25,3.75,0.00,N,0.00
1533,Dishwashers                                  ,8/1/2012,234.90,140.94,37.58,178.52,56.38,200DB,5.0,166,Furniture & Fixtures,1.42,3.58,0.00,N,0.00
1534,Dishwashers                                  ,7/1/2012,234.90,140.94,37.58,178.52,56.38,200DB,5.0,166,Furniture & Fixtures,1.50,3.50,0.00,N,0.00
1535,Dishwashers                                  ,6/1/2012,354.16,212.50,56.66,269.16,85.00,200DB,5.0,166,Furniture & Fixtures,1.58,3.42,0.00,N,0.00
1536,Dishwashers                                  ,1/1/2012,261.97,157.19,41.91,199.10,62.87,200DB,5.0,166,Furniture & Fixtures,2.00,3.00,0.00,N,0.00
1627,Microwaves                                   ,7/1/2012,167.80,100.68,26.85,127.53,40.27,200DB,5.0,166,Furniture & Fixtures,1.50,3.50,40.27,N,0.00
1808,Range/Ventahood                              ,7/1/2012,356.14,213.68,56.98,270.66,85.48,200DB,5.0,166,Furniture & Fixtures,1.50,3.50,0.00,N,0.00
1809,Range/Ventahood                              ,4/1/2012,79.00,47.40,12.64,60.04,18.96,200DB,5.0,166,Furniture & Fixtures,1.75,3.25,18.96,N,0.00
1810,Range/Ventahood                              ,1/1/2012,318.61,191.17,50.98,242.15,76.46,200DB,5.0,166,Furniture & Fixtures,2.00,3.00,0.00,N,0.00
1943,Water Heaters                                ,6/30/2006,1011.37,1011.37,0.00,1011.37,0.00,200DB,5.0,166,Furniture & Fixtures,7.51,-2.51,0.00,N,0.00
1960,Refrigerator/Icemaker                        ,11/1/2012,718.78,431.27,115.00,546.27,172.51,200DB,5.0,166,Furniture & Fixtures,1.16,3.84,0.00,N,0.00
1961,Refrigerator/Icemaker                        ,10/1/2012,1011.81,607.09,161.89,768.98,242.83,200DB,5.0,166,Furniture & Fixtures,1.25,3.75,0.00,N,0.00
1962,Refrigerator/Icemaker                        ,7/1/2012,1051.56,630.94,168.25,799.19,252.37,200DB,5.0,166,Furniture & Fixtures,1.50,3.50,0.00,N,0.00
1963,Refrigerator/Icemaker                        ,6/1/2012,1147.45,688.47,183.59,872.06,275.39,200DB,5.0,166,Furniture & Fixtures,1.58,3.42,0.00,N,0.00
1992,Stoves                                       ,7/1/2012,405.94,243.56,64.95,308.51,97.43,200DB,5.0,166,Furniture & Fixtures,1.50,3.50,0.00,N,0.00
2012,Washer/Dryer                                 ,11/1/2012,3031.01,1818.61,484.96,2303.57,727.44,200DB,5.0,166,Furniture & Fixtures,1.16,3.84,0.00,N,0.00
2013,Washer/Dryer                                 ,10/1/2012,1637.71,982.63,262.03,1244.66,393.05,200DB,5.0,166,Furniture & Fixtures,1.25,3.75,0.00,N,0.00
2014,Washer/Dryer                                 ,7/1/2012,1039.20,623.52,166.27,789.79,249.41,200DB,5.0,166,Furniture & Fixtures,1.50,3.50,0.00,N,0.00
2015,Washer/Dryer                                 ,6/1/2012,960.00,576.00,153.60,729.60,230.40,200DB,5.0,166,Furniture & Fixtures,1.58,3.42,0.00,N,0.00
2016,Washer/Dryer                                 ,1/1/2012,844.00,506.40,135.04,641.44,202.56,200DB,5.0,166,Furniture & Fixtures,2.00,3.00,0.00,N,0.00
2060,Concrete Sidewalks                           ,12/1/2012,1885.00,989.63,89.54,1079.17,805.83,150DB,15.0,166,Land Improvements,1.08,13.92,0.00,N,0.00
2083,Gates                                        ,1/1/2012,449.50,235.99,21.35,257.34,192.16,150DB,15.0,166,Land Improvements,2.00,13.00,0.00,N,0.00
2146,2005 Land Purchase                           ,1/1/2006,15750.00,0.00,0.00,0.00,15750.00,Land,0.0,166,Land,8.00,-8.00,0.00,N,0.00
2147,2005 Building Purchase                       ,1/1/2006,89250.00,22582.93,3245.45,25828.38,63421.62,S/L,27.5,166,Building,8.00,19.50,0.00,N,0.00
2174,Paving & Marking                             ,10/1/2012,16509.00,8667.23,784.18,9451.41,7057.59,150DB,15.0,166,Land Improvements,1.25,13.75,0.00,N,0.00
2192,Pool                                         ,1/1/2012,1950.00,1023.75,92.63,1116.38,833.62,150DB,15.0,166,Land Improvements,2.00,13.00,0.00,N,0.00
2221,Signs                                        ,7/1/2012,3700.00,2220.00,592.00,2812.00,888.00,200DB,5.0,166,Land Improvements,1.50,3.50,0.00,N,0.00
2413,Hot Water Heater                             ,12/1/2006,254.77,254.77,0.00,254.77,0.00,200DB,5.0,166,Equipment,7.09,-2.09,0.00,N,0.00
2414,Parking Lot & Curb Repair                    ,12/1/2006,25880.00,12317.34,1528.19,13845.53,12034.47,150DB,15.0,166,Capital Improvements,7.09,7.91,0.00,N,0.00
2415,Misc Concrete Repairs                        ,12/1/2006,2617.00,1245.54,154.53,1400.07,1216.93,150DB,15.0,166,Capital Improvements,7.09,7.91,0.00,N,0.00
2418,Supervision                                  ,12/1/2006,1994.79,438.26,72.54,510.80,1483.99,S/L,27.5,166,Capital Improvements,7.09,20.41,0.00,Y,1483.99
2450,property Signs                               ,12/1/2006,3702.22,813.39,134.63,948.02,2754.20,S/L,27.5,166,Capital Improvements,7.09,20.41,0.00,N,0.00
3051,166    C_Architectural Woodwork              ,2/15/2006,990.00,247.50,36.00,283.50,706.50,S/L,27.5,166,Capital Improvements,7.88,19.62,0.00,N,0.00
3052,166    C_Brick                               ,5/15/2006,4675.00,1126.25,170.00,1296.25,3378.75,S/L,27.5,166,Capital Improvements,7.64,19.86,0.00,N,0.00
3053,166    C_Brick & Foundation Repairs          ,5/15/2006,28950.00,6974.33,1052.73,8027.06,20922.94,S/L,27.5,166,Capital Improvements,7.64,19.86,0.00,N,0.00
3054,166    C_Carpet                              ,2/15/2006,1478.27,1478.27,0.00,1478.27,0.00,200DB,5.0,166,Capital Improvements,7.88,-2.88,0.00,N,0.00
3055,166    C_Ceramic Tile & Tub Chips            ,2/15/2006,235.00,58.78,8.55,67.33,167.67,S/L,27.5,166,Capital Improvements,7.88,19.62,0.00,N,0.00
3056,166    C_Compactor Pads/Enclosures           ,11/15/2006,2250.00,501.15,81.82,582.97,1667.03,S/L,27.5,166,Capital Improvements,7.13,20.37,0.00,N,0.00
3057,166    C_Concrete Masonry Units              ,2/15/2006,2013.30,503.32,73.21,576.53,1436.77,S/L,27.5,166,Capital Improvements,7.88,19.62,0.00,N,0.00
3058,166    C_Erosion Control                     ,2/15/2006,12678.25,6595.57,748.64,7344.21,5334.04,150DB,15.0,166,Capital Improvements,7.88,7.12,0.00,N,0.00
